# youtube.com
# Started at: 2018-03-30T23:39:09+01:00
# duration(ms)\tepoch(ms)
24.7	1522449549587
23.6	1522449554665
23.8	1522449559739
23.5	1522449564817
24.5	1522449569898
24.9	1522449574981
23.7	1522449580063
24.8	1522449585146
23.6	1522449590229
23.4	1522449595308
25.2	1522449600394
24.9	1522449605469
23.6	1522449610545
23.4	1522449615618
24.5	1522449620700
25.4	1522449625799
25.0	1522449630878
25.1	1522449635962
25.5	1522449641046
26.2	1522449646130
25.4	1522449651210
25.5	1522449656295
26.7	1522449661380
28.3	1522449666464
27.5	1522449671547
25.7	1522449676636
24.8	1522449681714
25.1	1522449686799
24.1	1522449691901
25.9	1522449696987
25.1	1522449702065
24.1	1522449707141
24.6	1522449712227
25.8	1522449717307
24.9	1522449722385
24.6	1522449727463
23.9	1522449732540
24.6	1522449737623
24.3	1522449742699
46.7	1522449747838
23.8	1522449752920
24.3	1522449758013
24.4	1522449763090
24.5	1522449768165
23.8	1522449773241
24.8	1522449778317
24.2	1522449783393
24.0	1522449788473
25.1	1522449793550
24.5	1522449798630
24.0	1522449803706
25.1	1522449808790
23.7	1522449813867
24.9	1522449818944
24.4	1522449824023
24.9	1522449829101
25.2	1522449834177
25.3	1522449839256
23.9	1522449844332
24.8	1522449849410
24.0	1522449854492
23.9	1522449859568
25.1	1522449864643
24.3	1522449869727
24.4	1522449874804
24.0	1522449879880
41.8	1522449885020
46.5	1522449890153
24.7	1522449895228
25.3	1522449900309
23.9	1522449905385
24.6	1522449910464
24.4	1522449915543
23.9	1522449920618
27.2	1522449925698
27.5	1522449930777
24.6	1522449935854
23.7	1522449940934
23.7	1522449946011
24.5	1522449951087
24.2	1522449956171
23.9	1522449961248
25.1	1522449966327
24.1	1522449971410
43.0	1522449976542
24.3	1522449981618
24.1	1522449986693
25.3	1522449991792
24.8	1522449996871
25.2	1522450001953
23.4	1522450007027
23.7	1522450012109
24.6	1522450017187
24.5	1522450022265
25.7	1522450027346
26.2	1522450032445
24.1	1522450037531
23.7	1522450042606
24.7	1522450047690
24.3	1522450052769
23.7	1522450057843
24.7	1522450062919
24.4	1522450068005
25.6	1522450073087
24.9	1522450078175
25.3	1522450083253
25.5	1522450088334
25.0	1522450093411
25.2	1522450098489
24.9	1522450103567
25.8	1522450108650
24.2	1522450113731
28.2	1522450118813
23.5	1522450123906
24.9	1522450128993
25.2	1522450134073
24.0	1522450139155
25.5	1522450144239
23.8	1522450149320
23.6	1522450154403
24.4	1522450159485
23.8	1522450164566
25.2	1522450169643
25.8	1522450174732
25.7	1522450179819
27.5	1522450184904
24.8	1522450189982
25.2	1522450195067
24.5	1522450200144
26.1	1522450205229
25.8	1522450210315
25.3	1522450215394
26.1	1522450220481
23.8	1522450225566
25.8	1522450230642
25.6	1522450235726
24.6	1522450240809
23.9	1522450245886
24.0	1522450250969
24.7	1522450256072
25.0	1522450261158
25.0	1522450266243
24.5	1522450271322
25.0	1522450276401
24.3	1522450281489
24.3	1522450286566
25.3	1522450291674
24.0	1522450296751
25.6	1522450301838
24.5	1522450306921
24.2	1522450312116
29.8	1522450317201
37.5	1522450322331
25.7	1522450327410
25.5	1522450332495
26.7	1522450337574
24.3	1522450342658
24.5	1522450347739
25.7	1522450352819
25.2	1522450357901
25.0	1522450362986
26.1	1522450368067
24.7	1522450373143
25.3	1522450378224
24.4	1522450383302
26.0	1522450388388
23.7	1522450393462
25.4	1522450398542
25.6	1522450403623
23.9	1522450408698
25.3	1522450413778
24.3	1522450418867
25.2	1522450423951
25.1	1522450429037
25.1	1522450434119
25.6	1522450439207
26.4	1522450444290
25.8	1522450449373
25.9	1522450454455
25.6	1522450459539
24.0	1522450464616
24.7	1522450469703
25.7	1522450474795
27.0	1522450479882
24.4	1522450484959
24.7	1522450490039
25.3	1522450495119
24.8	1522450500198
24.8	1522450505282
24.1	1522450510358
24.5	1522450515436
25.8	1522450520523
26.8	1522450525606
23.8	1522450530684
25.3	1522450535767
25.5	1522450540862
24.8	1522450545946
26.2	1522450551033
24.0	1522450556114
25.2	1522450561203
26.0	1522450566287
24.1	1522450571372
25.4	1522450576456
26.1	1522450581533
24.2	1522450586612
25.2	1522450591714
26.9	1522450596805
25.3	1522450601884
24.8	1522450606966
24.6	1522450612111
24.5	1522450617192
26.2	1522450622272
25.6	1522450627353
24.5	1522450632437
24.1	1522450637516
24.3	1522450642593
24.4	1522450647671
24.6	1522450652745
25.4	1522450657834
25.7	1522450662919
50.4	1522450673087
54.3	1522450683148
28.2	1522450688235
24.5	1522450693318
46.7	1522450698477
50.1	1522450703629
24.9	1522450708738
-1	1522450718797
50.5	1522450723948
23.9	1522450729056
24.6	1522450734134
24.7	1522450739213
57.9	1522450744380
48.7	1522450749534
50.1	1522450754664
24.6	1522450759747
31.1	1522450764857
24.1	1522450769931
25.6	1522450775014
24.8	1522450780093
25.0	1522450785175
24.2	1522450790258
25.3	1522450795337
25.1	1522450800413
26.6	1522450805500
25.4	1522450810582
26.0	1522450815663
45.3	1522450820792
24.3	1522450825874
23.8	1522450830953
25.5	1522450836038
25.6	1522450841116
25.6	1522450846202
24.7	1522450851291
24.4	1522450856367
25.5	1522450861450
24.5	1522450866535
25.5	1522450871619
25.5	1522450876697
24.8	1522450881781
25.5	1522450886864
25.6	1522450891961
25.1	1522450897047
25.8	1522450902130
24.8	1522450907225
25.1	1522450912311
24.6	1522450917393
24.1	1522450922476
29.8	1522450927577
26.3	1522450932665
26.2	1522450937751
25.8	1522450942833
26.0	1522450947914
25.0	1522450952993
23.8	1522450958072
24.3	1522450963149
48.6	1522450968298
49.4	1522450973429
23.8	1522450978505
24.6	1522450983585
25.4	1522450988663
24.1	1522450993742
24.4	1522450998825
25.1	1522451003907
25.2	1522451008987
24.5	1522451014066
51.1	1522451019214
23.6	1522451024289
25.3	1522451029366
24.2	1522451034447
24.0	1522451039525
24.4	1522451044609
24.2	1522451049692
26.4	1522451054780
25.4	1522451059861
28.0	1522451064941
24.4	1522451070027
24.3	1522451075109
26.1	1522451080194
27.2	1522451085278
25.0	1522451090361
23.8	1522451095436
24.2	1522451100523
25.4	1522451105606
25.1	1522451110705
24.7	1522451115789
23.6	1522451120866
26.3	1522451125943
25.8	1522451131027
25.3	1522451136114
25.3	1522451141190
25.1	1522451146272
25.7	1522451151358
25.7	1522451156440
24.6	1522451161518
25.7	1522451166603
24.1	1522451171678
24.7	1522451176756
23.9	1522451181833
23.8	1522451186910
24.8	1522451191986
25.4	1522451197067
25.0	1522451202150
24.8	1522451207242
24.8	1522451212329
25.6	1522451217420
24.2	1522451222497
25.7	1522451227580
24.0	1522451232662
24.8	1522451237749
24.5	1522451242834
25.7	1522451247917
25.4	1522451252999
23.3	1522451258076
25.7	1522451263166
25.5	1522451268252
23.5	1522451273329
24.5	1522451278406
