# facebook.com
# Started at: 2018-03-30T23:39:09+01:00
# duration(ms)\tepoch(ms)
34.9	1522449549551
35.4	1522449554641
35.8	1522449559737
37.1	1522449564825
36.9	1522449569916
36.2	1522449575007
34.7	1522449580097
34.9	1522449585185
35.0	1522449590272
36.5	1522449595365
36.0	1522449600456
35.9	1522449605546
35.6	1522449610630
35.6	1522449615717
35.2	1522449620803
35.6	1522449625890
35.4	1522449630983
34.6	1522449636071
35.5	1522449641159
36.0	1522449646246
36.0	1522449651335
36.2	1522449656438
35.3	1522449661525
37.9	1522449666615
35.5	1522449671701
36.6	1522449676798
35.0	1522449681884
36.3	1522449686983
35.9	1522449692075
35.6	1522449697163
44.9	1522449702261
35.6	1522449707352
36.1	1522449712444
35.6	1522449717534
35.1	1522449722625
36.0	1522449727717
35.3	1522449732804
37.1	1522449737899
36.1	1522449742993
55.8	1522449748159
35.6	1522449753253
39.4	1522449758349
36.6	1522449763439
35.2	1522449768548
35.8	1522449773638
35.6	1522449778730
35.9	1522449783818
35.3	1522449788906
35.1	1522449793995
35.4	1522449799086
35.5	1522449804175
35.0	1522449809264
35.8	1522449814355
35.2	1522449819442
36.6	1522449824532
35.4	1522449829618
36.5	1522449834710
35.5	1522449839809
35.9	1522449844897
36.2	1522449849994
34.7	1522449855080
35.8	1522449860166
36.2	1522449865263
37.0	1522449870358
35.6	1522449875447
36.4	1522449880545
62.7	1522449885711
43.7	1522449890826
35.7	1522449895916
36.1	1522449901007
36.0	1522449906101
36.8	1522449911191
35.2	1522449916277
36.1	1522449921369
36.4	1522449926467
36.1	1522449931567
35.7	1522449936654
35.8	1522449941746
36.1	1522449946837
35.8	1522449951926
35.5	1522449957012
35.3	1522449962104
36.2	1522449967195
35.8	1522449972286
58.4	1522449977457
35.7	1522449982551
36.5	1522449987641
35.3	1522449992733
35.8	1522449997827
35.9	1522450002938
34.8	1522450008032
36.0	1522450013120
35.6	1522450018210
35.4	1522450023298
36.2	1522450028410
35.8	1522450033497
36.0	1522450038586
34.6	1522450043677
35.9	1522450048798
