# https://meraki.com
# Started at: 2018-03-30T23:39:09+01:00
# duration(ms)\tcode\tsize(Bytes)\tepoch(ms)
1183	200	24144	1522449550681
1076	200	24144	1522449561764
1179	200	24144	1522449572943
1056	200	24144	1522449584001
1061	200	24184	1522449595063
1043	200	24144	1522449606109
1003	200	24144	1522449617112
1055	200	24144	1522449628170
1017	200	24144	1522449639189
1122	200	24144	1522449650316
1144	200	24144	1522449661460
1278	200	24144	1522449672741
1053	200	24184	1522449683795
1022	200	24184	1522449694822
1058	200	24144	1522449705881
1071	200	24144	1522449716957
1222	200	24144	1522449728180
1385	200	24144	1522449739566
1206	200	24144	1522449750773
1035	200	24144	1522449761808
1077	200	24144	1522449772885
1042	200	24144	1522449783930
1111	200	24184	1522449795041
1050	200	24184	1522449806092
1148	200	24144	1522449817241
1024	200	24144	1522449828265
1020	200	24144	1522449839285
1263	200	24144	1522449850548
1131	200	24184	1522449861679
1274	200	24144	1522449872956
1384	200	24144	1522449884340
1175	200	24144	1522449895517
1378	200	24184	1522449906896
1046	200	24144	1522449917944
1045	200	24144	1522449928995
1047	200	24144	1522449940048
1053	200	24144	1522449951102
1001	200	24144	1522449962104
1102	200	24144	1522449973209
1030	200	24144	1522449984240
1051	200	24184	1522449995292
1067	200	24184	1522450006367
1164	200	24144	1522450017534
1056	200	24144	1522450028590
1104	200	24144	1522450039695
1118	200	24144	1522450050815
1063	200	24144	1522450061882
1040	200	24144	1522450072923
1150	200	24144	1522450084076
1027	200	24144	1522450095109
1035	200	24144	1522450106145
1050	200	24144	1522450117198
1037	200	24144	1522450128245
1080	200	24184	1522450139330
1133	200	24144	1522450150465
1047	200	24144	1522450161515
1069	200	24144	1522450172585
1128	200	24144	1522450183715
1042	200	24144	1522450194759
1149	200	24144	1522450205908
1082	200	24184	1522450216991
1057	200	24184	1522450228048
1363	200	24144	1522450239417
1124	200	24144	1522450250542
1065	200	24144	1522450261612
1059	200	24144	1522450272675
1115	200	24144	1522450283792
1065	200	24144	1522450294860
1036	200	24184	1522450305900
1094	200	24144	1522450316999
1020	200	24144	1522450328022
1160	200	24144	1522450339183
1082	200	24184	1522450350269
1051	200	24144	1522450361321
1130	200	24184	1522450372452
1062	200	24144	1522450383515
1030	200	24184	1522450394546
1045	200	24144	1522450405591
1174	200	24144	1522450416773
1085	200	24144	1522450427859
1063	200	24144	1522450438924
1146	200	24184	1522450450071
1093	200	24144	1522450461166
1007	200	24184	1522450472173
1136	200	24144	1522450483313
1113	200	24184	1522450494427
1088	200	24144	1522450505517
1015	200	24144	1522450516532
1040	200	24144	1522450527573
1103	200	24144	1522450538677
1059	200	24144	1522450549737
1164	200	24144	1522450560903
1041	200	24144	1522450571945
1140	200	24184	1522450583086
1058	200	24184	1522450594145
1076	200	24144	1522450605221
1090	200	24184	1522450616312
1032	200	24144	1522450627364
1004	200	24144	1522450638371
1080	200	24144	1522450649451
1066	200	24144	1522450660518
1212	200	24144	1522450671730
2310	200	24144	1522450684043
1104	200	24144	1522450695148
1072	200	24144	1522450706221
1048	200	24144	1522450717274
1870	200	24144	1522450729149
1241	200	24144	1522450740391
1088	200	24144	1522450751482
1038	200	24144	1522450762529
1095	200	24144	1522450773630
1238	200	24144	1522450784869
1042	200	24144	1522450795912
1076	200	24144	1522450806989
1102	200	24144	1522450818092
2211	200	24144	1522450830304
1241	200	24144	1522450841546
1098	200	24184	1522450852645
1091	200	24144	1522450863737
1115	200	24144	1522450874856
6578	200	24144	1522450891435
1127	200	24144	1522450902562
1128	200	24144	1522450913691
1260	200	24144	1522450924952
2831	200	24144	1522450937784
1189	200	24144	1522450948978
1138	200	24144	1522450960124
1198	200	24144	1522450971325
2619	200	24144	1522450983946
1149	200	24144	1522450995099
1138	200	24144	1522451006238
2257	200	24144	1522451018496
1101	200	24144	1522451029598
1149	200	24184	1522451040747
1219	200	24144	1522451051968
11794	200	24144	1522451073762
1183	200	24144	1522451084958
1087	200	24144	1522451096046
1128	200	24144	1522451107181
2938	200	24144	1522451120124
1128	200	24144	1522451131252
1155	200	24144	1522451142408
1523	200	24144	1522451153932
1353	200	24144	1522451165292
1125	200	24144	1522451176418
1122	200	24144	1522451187540
1234	200	24144	1522451198777
7038	200	24144	1522451215817
1492	200	24144	1522451227312
1301	200	24144	1522451238615
1337	200	24144	1522451249953
1817	200	24184	1522451261773
1085	200	24144	1522451272862
1151	200	24144	1522451284014
1162	200	24144	1522451295177
1108	200	24144	1522451306297
1154	200	24144	1522451317456
1767	200	24144	1522451329224
1293	200	24144	1522451340519
1416	200	24144	1522451351940
1364	200	24184	1522451363305
1124	200	24144	1522451374437
1834	200	24144	1522451386272
1436	200	24144	1522451397712
2215	200	24184	1522451409932
1418	200	24144	1522451421354
1134	200	24144	1522451432511
6581	200	24184	1522451449095
1141	200	24144	1522451460237
1122	200	24184	1522451471362
1149	200	24144	1522451482515
1114	200	24144	1522451493629
2335	200	24144	1522451505964
1158	200	24144	1522451517128
1095	200	24144	1522451528249
1238	200	24184	1522451539489
1362	200	24144	1522451550859
1304	200	24184	1522451562167
1123	200	24144	1522451573301
1311	200	24144	1522451584617
1193	200	24144	1522451595811
1914	200	24144	1522451607733
1113	200	24144	1522451618847
1165	200	24144	1522451630013
1351	200	24144	1522451641371
1697	200	24144	1522451653087
1101	200	24144	1522451664189
1473	200	24144	1522451675665
6343	200	24144	1522451692010
1417	200	24184	1522451703434
1341	200	24144	1522451714778
1180	200	24144	1522451725959
1224	200	24144	1522451737184
1568	200	24144	1522451748753
1070	200	24144	1522451759823
1218	200	24184	1522451771042
1186	200	24144	1522451782232
1778	200	24144	1522451794010
1089	200	24144	1522451805104
1147	200	24144	1522451816251
1110	200	24144	1522451827362
1409	200	24144	1522451838775
1597	200	24144	1522451850375
1121	200	24144	1522451861501
1151	200	24144	1522451872659
1090	200	24144	1522451883750
1444	200	24144	1522451895197
6315	200	24144	1522451911513
1169	200	24184	1522451922683
1110	200	24184	1522451933801
1140	200	24144	1522451944944
1552	200	24184	1522451956498
1326	200	24144	1522451967853
1159	200	24144	1522451979012
1167	200	24144	1522451990179
1341	200	24144	1522452001524
1108	200	24184	1522452012647
1066	200	24144	1522452023713
1085	200	24144	1522452034798
1261	200	24144	1522452046062
1595	200	24144	1522452057660
1106	200	24184	1522452068767
1088	200	24144	1522452079860
1177	200	24144	1522452091037
1208	200	24144	1522452102245
2222	200	24144	1522452114479
1145	200	24144	1522452125626
1157	200	24144	1522452136784
1351	200	24144	1522452148137
6288	200	24184	1522452164426
1083	200	24144	1522452175509
1239	200	24144	1522452186750
1163	200	24144	1522452197914
1500	200	24144	1522452209416
1214	200	24144	1522452220641
1177	200	24144	1522452231819
1254	200	24144	1522452243077
1362	200	24144	1522452254442
1428	200	24144	1522452265871
1082	200	24144	1522452276956
1094	200	24144	1522452288051
1138	200	24144	1522452299190
2223	200	24184	1522452311414
1139	200	24144	1522452322560
1122	200	24144	1522452333683
1174	200	24144	1522452344859
1361	200	24144	1522452356221
1374	200	24144	1522452367600
1103	200	24144	1522452378704
1141	200	24144	1522452389849
1107	200	24144	1522452400957
1364	200	24144	1522452412332
1190	200	24144	1522452423523
1173	200	24184	1522452434700
1165	200	24144	1522452445865
1291	200	24144	1522452457156
1343	200	24144	1522452468506
1075	200	24144	1522452479581
1096	200	24144	1522452490678
1262	200	24144	1522452501942
1419	200	24144	1522452513366
1183	200	24144	1522452524552
1139	200	24184	1522452535693
1081	200	24144	1522452546775
1364	200	24184	1522452558142
6364	200	24144	1522452574507
1128	200	24144	1522452585636
1224	200	24144	1522452596861
1156	200	24144	1522452608021
1341	200	24144	1522452619363
2163	200	24144	1522452631540
1165	200	24144	1522452642705
1224	200	24184	1522452653929
1535	200	24144	1522452665465
1600	200	24184	1522452677066
1371	200	24144	1522452688445
1236	200	24144	1522452699685
1391	200	24184	1522452711080
2294	200	24144	1522452723375
1558	200	24144	1522452734934
1224	200	24144	1522452746160
1250	200	24144	1522452757411
1183	200	24184	1522452768594
1240	200	24184	1522452779835
1316	200	24184	1522452791155
1341	200	24184	1522452802498
1262	200	24144	1522452813761
1200	200	24144	1522452824964
1312	200	24144	1522452836282
1458	200	24144	1522452847745
1141	200	24184	1522452858891
1301	200	24144	1522452870197
1272	200	24144	1522452881470
1532	200	24144	1522452893033
1288	200	24144	1522452904323
1206	200	24184	1522452915530
1274	200	24144	1522452926810
1720	200	24144	1522452938537
1428	200	24184	1522452949966
1170	200	24144	1522452961147
1232	200	24144	1522452972380
2312	200	24144	1522452984693
6232	200	24144	1522453000925
1500	200	24144	1522453012425
1187	200	24144	1522453023613
1436	200	24184	1522453035051
1358	200	24184	1522453046410
1243	200	24144	1522453057654
1229	200	24144	1522453068884
1198	200	24144	1522453080083
1247	200	24144	1522453091334
1305	200	24144	1522453102640
1289	200	24184	1522453113929
1184	200	24144	1522453125113
1498	200	24144	1522453136612
1610	200	24144	1522453148224
1219	200	24144	1522453159450
1237	200	24144	1522453170687
1397	200	24184	1522453182090
1164	200	24184	1522453193263
6848	200	24184	1522453210111
1437	200	24144	1522453221565
1683	200	24144	1522453233249
2955	200	24144	1522453246205
1215	200	24144	1522453257424
1173	200	24144	1522453268599
1268	200	24184	1522453279868
1305	200	24144	1522453291175
1461	200	24144	1522453302638
1189	200	24144	1522453313829
1240	200	24144	1522453325069
1176	200	24144	1522453336246
1243	200	24144	1522453347491
1450	200	24144	1522453358942
1254	200	24184	1522453370199
1202	200	24144	1522453381405
1196	200	24144	1522453392605
6321	200	24144	1522453408927
1207	200	24144	1522453420134
1184	200	24144	1522453431323
1319	200	24144	1522453442645
1216	200	24144	1522453453862
6318	200	24144	1522453470184
1146	200	24144	1522453481331
1182	200	24144	1522453492515
1263	200	24144	1522453503778
1290	200	24144	1522453515070
1211	200	24144	1522453526287
1414	200	24144	1522453537702
1194	200	24184	1522453548908
1239	200	24144	1522453560153
1319	200	24144	1522453571473
1194	200	24144	1522453582668
1198	200	24144	1522453593871
1242	200	24144	1522453605117
1197	200	24144	1522453616315
1277	200	24144	1522453627593
1237	200	24144	1522453638831
6926	200	24144	1522453655763
1222	200	24144	1522453666986
1218	200	24144	1522453678205
1245	200	24144	1522453689451
1237	200	24144	1522453700689
1537	200	24184	1522453712231
1304	200	24144	1522453723538
1233	200	24144	1522453734772
1638	200	24144	1522453746412
1346	200	24144	1522453757761
1306	200	24144	1522453769068
1254	200	24144	1522453780323
1194	200	24144	1522453791522
1512	200	24184	1522453803035
1308	200	24144	1522453814346
1267	200	24144	1522453825613
1203	200	24144	1522453836817
1669	200	24144	1522453848487
1196	200	24144	1522453859691
1258	200	24144	1522453870950
1173	200	24184	1522453882129
1859	200	24144	1522453893998
1635	200	24144	1522453905634
1179	200	24144	1522453916816
1339	200	24144	1522453928156
2698	200	24144	1522453940854
1198	200	24144	1522453952053
1250	200	24144	1522453963304
1336	200	24144	1522453974640
2325	200	24184	1522453986967
1134	200	24144	1522453998109
1431	200	24184	1522454009561
1239	200	24144	1522454020802
1273	200	24144	1522454032075
1359	200	24144	1522454043440
1236	200	24184	1522454054678
1171	200	24144	1522454065852
6599	200	24184	1522454082456
1363	200	24144	1522454093820
1613	200	24144	1522454105434
1503	200	24144	1522454116942
2574	200	24144	1522454129516
1600	200	24184	1522454141139
1313	200	24144	1522454152454
1596	200	24184	1522454164052
1584	200	24144	1522454175636
1235	200	24144	1522454186880
1557	200	24144	1522454198438
1825	200	24144	1522454210264
1201	200	24184	1522454221466
1273	200	24184	1522454232741
1209	200	24144	1522454243954
1499	200	24144	1522454255453
6472	200	24144	1522454271947
1203	200	24144	1522454283155
1193	200	24144	1522454294352
6529	200	24144	1522454310886
1162	200	24144	1522454322049
1249	200	24144	1522454333304
1479	200	24144	1522454344785
1574	200	24144	1522454356360
1425	200	24144	1522454367786
1228	200	24144	1522454379019
1243	200	24144	1522454390263
6377	200	24144	1522454406640
1340	200	24144	1522454417986
1275	200	24144	1522454429263
1223	200	24144	1522454440490
6412	200	24144	1522454456903
1271	200	24144	1522454468175
1216	200	24144	1522454479396
1144	200	24144	1522454490544
1520	200	24144	1522454502064
2314	200	24144	1522454514380
1215	200	24144	1522454525603
1248	200	24144	1522454536856
1331	200	24144	1522454548192
1198	200	24144	1522454559395
1176	200	24144	1522454570573
1205	200	24144	1522454581786
1336	200	24144	1522454593131
1180	200	24144	1522454604314
1169	200	24144	1522454615483
1193	200	24144	1522454626696
1312	200	24184	1522454638009
1221	200	24144	1522454649231
1406	200	24144	1522454660639
1168	200	24144	1522454671815
1136	200	24144	1522454682952
1249	200	24144	1522454694203
1173	200	24144	1522454705377
1281	200	24144	1522454716661
1352	200	24184	1522454728013
1188	200	24144	1522454739204
1176	200	24144	1522454750384
1255	200	24144	1522454761640
1118	200	24144	1522454772759
1262	200	24144	1522454784022
1173	200	24144	1522454795198
1264	200	24184	1522454806464
1237	200	24144	1522454817702
1181	200	24184	1522454828886
1173	200	24144	1522454840059
1248	200	24144	1522454851308
1248	200	24144	1522454862559
1267	200	24144	1522454873828
1217	200	24144	1522454885047
1265	200	24144	1522454896315
1307	200	24144	1522454907623
1268	200	24144	1522454918892
1227	200	24184	1522454930125
1254	200	24144	1522454941379
1182	200	24144	1522454952563
1186	200	24144	1522454963753
1437	200	24144	1522454975191
1240	200	24144	1522454986439
1396	200	24144	1522454997836
1428	200	24184	1522455009264
1184	200	24144	1522455020449
2332	200	24144	1522455032785
1229	200	24144	1522455044016
1245	200	24184	1522455055262
1210	200	24144	1522455066474
1171	200	24144	1522455077645
1176	200	24144	1522455088822
1155	200	24144	1522455099978
1181	200	24144	1522455111159
1213	200	24144	1522455122374
1196	200	24144	1522455133571
1138	200	24144	1522455144709
1314	200	24144	1522455156023
1233	200	24144	1522455167262
1201	200	24184	1522455178463
1185	200	24144	1522455189652
1240	200	24144	1522455200897
1183	200	24144	1522455212086
1549	200	24144	1522455223640
1152	200	24144	1522455234793
1282	200	24144	1522455246081
1221	200	24144	1522455257308
1206	200	24144	1522455268516
1191	200	24144	1522455279707
1262	200	24144	1522455290978
1163	200	24144	1522455302147
1188	200	24144	1522455313336
1572	200	24184	1522455324911
1226	200	24144	1522455336139
1163	200	24144	1522455347303
1190	200	24144	1522455358497
1251	200	24144	1522455369749
1195	200	24144	1522455380946
1190	200	24144	1522455392137
1212	200	24184	1522455403352
1172	200	24144	1522455414530
1193	200	24144	1522455425723
1185	200	24144	1522455436908
1219	200	24184	1522455448127
1227	200	24144	1522455459355
1259	200	24144	1522455470618
1646	200	24184	1522455482269
1211	200	24144	1522455493481
1191	200	24144	1522455504672
1229	200	24144	1522455515901
1256	200	24144	1522455527167
1291	200	24144	1522455538458
1158	200	24144	1522455549617
1168	200	24144	1522455560788
1177	200	24144	1522455571965
1303	200	24144	1522455583271
1213	200	24144	1522455594486
1271	200	24144	1522455605761
1253	200	24144	1522455617014
