# n62.meraki.com
# Started at: 2018-04-13T09:16:10+01:00
# duration(ms)\tepoch(ms)
138	1523607371297
138	1523607381308
138	1523607386491
138	1523607391806
138	1523607401817
139	1523607406975
145	1523607412151
138	1523607417316
138	1523607422476
138	1523607427634
138	1523607432896
138	1523607438061
138	1523607443218
138	1523607448375
139	1523607453533
138	1523607458707
139	1523607463865
138	1523607469023
138	1523607474183
137	1523607479339
155	1523607489365
157	1523607494559
138	1523607499718
138	1523607504892
138	1523607510053
138	1523607515211
138	1523607520396
138	1523607525553
138	1523607530710
138	1523607540722
139	1523607545886
138	1523607551044
138	1523607556202
158	1523607561421
138	1523607571432
145	1523607576612
138	1523607581785
139	1523607586948
142	1523607596959
139	1523607602150
138	1523607607311
138	1523607612470
138	1523607617632
139	1523607622790
138	1523607627949
139	1523607633108
139	1523607638268
139	1523607643443
139	1523607653454
139	1523607658616
139	1523607663775
138	1523607668952
139	1523607674113
138	1523607679274
139	1523607689286
153	1523607694496
138	1523607699663
139	1523607709683
138	1523607714872
138	1523607720029
138	1523607725191
139	1523607735202
139	1523607745217
138	1523607750380
138	1523607755710
138	1523607760868
139	1523607766027
139	1523607771187
139	1523607776362
138	1523607781520
139	1523607786680
161	1523607791897
140	1523607802067
139	1523607807225
138	1523607812387
139	1523607817545
139	1523607827710
139	1523607832869
139	1523607838043
138	1523607843204
140	1523607848372
138	1523607853533
139	1523607858698
138	1523607864208
139	1523607869370
139	1523607879385
140	1523607884548
139	1523607889714
139	1523607894876
139	1523607904901
142	1523607910069
142	1523607915232
142	1523607920404
143	1523607925582
142	1523607930743
143	1523607940916
142	1523607951086
142	1523607956255
142	1523607961421
142	1523607966587
142	1523607971751
142	1523607976918
142	1523607982083
142	1523607987263
142	1523607992456
142	1523607997622
141	1523608002784
142	1523608012795
142	1523608017964
142	1523608023134
141	1523608028298
142	1523608038315
142	1523608043481
142	1523608048645
142	1523608053823
142	1523608058994
142	1523608064159
156	1523608069371
166	1523608074591
189	1523608079886
168	1523608085114
162	1523608090342
-1	1523608100416
154	1523608105634
186	1523608110918
186	1523608116214
184	1523608121524
156	1523608128205
141	1523608133474
142	1523608138640
142	1523608148651
142	1523608153819
142	1523608158982
142	1523608164148
141	1523608169327
142	1523608174493
142	1523608179659
141	1523608184829
142	1523608190019
142	1523608195189
142	1523608200369
142	1523608205537
142	1523608210715
139	1523608215879
148	1523608221388
138	1523608226547
139	1523608231708
139	1523608236867
139	1523608242027
139	1523608247186
139	1523608252359
139	1523608257518
139	1523608262677
139	1523608267837
138	1523608273019
139	1523608278178
139	1523608283340
139	1523608288499
139	1523608293658
139	1523608298816
139	1523608303975
139	1523608309134
139	1523608314293
139	1523608319452
139	1523608324613
138	1523608329779
138	1523608334938
139	1523608344954
139	1523608350118
139	1523608355306
139	1523608360480
139	1523608365640
141	1523608375815
139	1523608380977
138	1523608386143
139	1523608391303
139	1523608396462
139	1523608401621
138	1523608406783
139	1523608416949
139	1523608422111
139	1523608427285
139	1523608437296
139	1523608442454
140	1523608447612
138	1523608452772
139	1523608457929
140	1523608463099
139	1523608468258
138	1523608478421
138	1523608483586
140	1523608488764
139	1523608498777
139	1523608503938
138	1523608509101
140	1523608514262
139	1523608519420
153	1523608524595
138	1523608529765
145	1523608534937
154	1523608540812
140	1523608545989
139	1523608551171
138	1523608556330
150	1523608561517
139	1523608566679
139	1523608576698
139	1523608581860
139	1523608587028
140	1523608592190
139	1523608597360
139	1523608602526
139	1523608607686
139	1523608612902
138	1523608623072
139	1523608628233
139	1523608633402
138	1523608638565
139	1523608648733
139	1523608653896
139	1523608659056
139	1523608664214
138	1523608674380
139	1523608679540
139	1523608684716
139	1523608689879
146	1523608695056
138	1523608700214
139	1523608705374
139	1523608710544
139	1523608715710
139	1523608720879
139	1523608726039
139	1523608731206
139	1523608736389
139	1523608741551
139	1523608746738
160	1523608751946
139	1523608757112
147	1523608762282
139	1523608767441
139	1523608772610
139	1523608777777
140	1523608782941
140	1523608788115
139	1523608793277
139	1523608798448
139	1523608803616
139	1523608808796
139	1523608813958
139	1523608819116
140	1523608824283
139	1523608829450
139	1523608834610
139	1523608839789
139	1523608844962
139	1523608850124
140	1523608855290
143	1523608860461
139	1523608865621
139	1523608870800
139	1523608875962
139	1523608881125
139	1523608886290
139	1523608891454
139	1523608896617
139	1523608901776
139	1523608906940
139	1523608912106
139	1523608917270
139	1523608922775
140	1523608927938
139	1523608933132
139	1523608938302
138	1523608943466
139	1523608948631
142	1523608953793
139	1523608958956
139	1523608964125
139	1523608969285
139	1523608974444
138	1523608979608
139	1523608984768
139	1523608994778
139	1523608999953
139	1523609005111
139	1523609010269
138	1523609015434
149	1523609020609
146	1523609025791
138	1523609030954
141	1523609036118
139	1523609041289
139	1523609046448
143	1523609056469
146	1523609061646
139	1523609071658
139	1523609076852
146	1523609082040
145	1523609092058
139	1523609102092
138	1523609107252
138	1523609112516
138	1523609117673
138	1523609122832
139	1523609127990
144	1523609133168
139	1523609138330
138	1523609143507
139	1523609148665
139	1523609158835
139	1523609163996
138	1523609174013
143	1523609184185
140	1523609194353
139	1523609199512
140	1523609209984
138	1523609215143
138	1523609220301
139	1523609225461
138	1523609235626
138	1523609245643
138	1523609250801
140	1523609255970
139	1523609261135
139	1523609266322
138	1523609271493
139	1523609276756
146	1523609281928
139	1523609287087
138	1523609292245
139	1523609297417
139	1523609302588
139	1523609307752
139	1523609312912
138	1523609318078
138	1523609323238
140	1523609328403
139	1523609333561
139	1523609338737
139	1523609343899
139	1523609349059
139	1523609354235
138	1523609359394
144	1523609364579
138	1523609369737
139	1523609374896
145	1523609380074
139	1523609385247
139	1523609390407
139	1523609400572
139	1523609405733
138	1523609410896
145	1523609416071
139	1523609421249
143	1523609426419
140	1523609431594
139	1523609436756
139	1523609441919
139	1523609447089
140	1523609452253
156	1523609457439
138	1523609462598
139	1523609467782
139	1523609472947
145	1523609478118
139	1523609483305
148	1523609488506
138	1523609493672
145	1523609498849
139	1523609504020
